Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Moellers Kamp;1;-11;U;normal;-4,593;Bergedorf
Moellers Kamp;2;-10;G;normal;-4,264;Bergedorf
Moellers Kamp;13;-19;U;normal;-2,086;Bergedorf
Moellers Treppe;2;-2;G;gut;13,121;Blankenese
Moellers Treppe;3;-3;U;gut;10,824;Blankenese
Mollerstrasse;12;-20;G;gut;11,612;Rotherbaum
Moellner Landstrasse;1;-3;U;normal;-15,091;Billstedt
Moellner Landstrasse;2;-26;G;normal;-14,506;Billstedt
Moellner Landstrasse;27;-43;U;normal;-14,289;Billstedt
Moellner Landstrasse;30;-42;G;normal;-14,342;Billstedt
Moellner Landstrasse;46;-54;G;normal;-13,876;Billstedt
Moellner Landstrasse;58;-62;G;normal;-13,376;Billstedt
Moellner Landstrasse;59;-71;U;normal;-13,08;Billstedt
Moellner Landstrasse;75;-81;U;normal;-11,979;Billstedt
Moellner Landstrasse;86;-96;G;normal;-12,952;Billstedt
Moellner Landstrasse;89;-   103f;U;normal;-11,85;Billstedt
Moellner Landstrasse;98;-102;G;normal;-13,422;Billstedt
Moellner Landstrasse;105;-137;U;normal;-11,589;Billstedt
Moellner Landstrasse;118;-122;G;normal;-13,416;Billstedt
Moellner Landstrasse;124;-140;G;normal;-12,629;Billstedt
Moellner Landstrasse;139a;-   149f;U;normal;-9,138;Billstedt
Moellner Landstrasse;148;-154;G;normal;-8,517;Billstedt
Moellner Landstrasse;159a;-   181b;U;normal;-9,417;Billstedt
Moellner Landstrasse;160;-188;G;normal;-8,841;Billstedt
Moellner Landstrasse;187;-195;U;normal;-9,776;Billstedt
Moellner Landstrasse;196;-204;G;normal;-8,636;Billstedt
Moellner Landstrasse;206;-214;G;normal;-8,269;Billstedt
Moellner Landstrasse;209a;-235;U;normal;-8,369;Billstedt
Moellner Landstrasse;230;-248;G;normal;-15,865;Billstedt
Moellner Landstrasse;239;-261;U;normal;-6,902;Billstedt
Moellner Landstrasse;252;-266;G;normal;-18,803;Billstedt
Moellner Landstrasse;263;-269;U;normal;-10,274;Billstedt
Moltkestrasse;1;-57;U;gut;3,897;Hoheluft-West
Moltkestrasse;2;-62;G;gut;3,886;Hoheluft-West
Moltrechtweg;1;-9;U;normal;-4,291;Alsterdorf
Moltrechtweg;002a;-22;G;normal;-10,181;Alsterdorf
Mommsenstrasse;1;-2;S;gut;5,897;Blankenese
Moenchskamp;1;-21;U;normal;-3,595;Bramfeld
Moenchskamp;2;-24;G;normal;-3,56;Bramfeld
Moenckebergstrasse;5;-5;U;normal;-2,621;Hamburg-Altstadt
Mondrianweg;1;-5;S;normal;-16,413;Billstedt
Monikastrasse;1;-7;S;normal;-6,468;Eilbek
Moojerstrasse;1;-4;S;normal;-5,865;Wandsbek
Mooranger;1;-7;U;normal;-9,94;Neugraben-Fischbek
Mooranger;2;-8;G;normal;-9,903;Neugraben-Fischbek
Moorbeerenstieg;1;-27;S;gut;2,895;Lemsahl-Mellingstedt
Moorbekring;2;-40;G;normal;-3,274;Volksdorf
Moorbekring;023a;-51;U;normal;-2,954;Volksdorf
Moorbekweg;001a;-   001b;U;gut;3,953;Volksdorf
Moorbekweg;007a;-17;U;gut;4,248;Volksdorf
Moorbekweg;10;-26;G;gut;4,324;Volksdorf
Moorbekweg;21;-33;U;gut;4,177;Volksdorf
Moorbekweg;28;-46;G;gut;4,489;Volksdorf
Moorbekweg;39;-45;U;gut;4,865;Volksdorf
Moorbekweg;50;-56;G;gut;4,965;Volksdorf
Moorbirkenkamp;1;-25;U;gut;5,599;Wellingsbuettel
Moorbirkenkamp;2;-26;G;gut;5,658;Wellingsbuettel
Moorblick;1;-24;S;gut;2,65;Poppenbuettel
Moorburger Alter Deich;1;-31;U;gut;-0,2;Moorburg
Moorburger Alter Deich;4;-32;G;gut;0,035;Moorburg
Moorburger Burgweg;1;-13;U;normal;-8,951;Moorburg
Moorburger Burgweg;2;-16;G;normal;-8,95;Moorburg
Moorburger Elbdeich;131;-131;U;normal;-10,101;Moorburg
Moorburger Elbdeich;136;-286;G;normal;-10,01;Moorburg
Moorburger Elbdeich;143;-159;U;normal;-9,449;Moorburg
Moorburger Elbdeich;161;-219;U;normal;-9,72;Moorburg
Moorburger Elbdeich;211b;-291;U;normal;-10,144;Moorburg
Moorburger Elbdeich;329;-335;U;normal;-7,16;Moorburg
Moorburger Elbdeich;337;-405;U;normal;-4,374;Moorburg
Moorburger Elbdeich;384;-460;G;normal;-1,447;Moorburg
Moorburger Elbdeich;427;-451;U;normal;-0,682;Moorburg
Moorburger Kirchdeich;3;-7;U;normal;-8,733;Moorburg
Moorburger Kirchdeich;4;-16;G;normal;-8,87;Moorburg
Moorburger Kirchdeich;9;-9;U;normal;-8,86;Moorburg
Moorburger Kirchdeich;011a;-63;U;normal;-7,55;Moorburg
Moorburger Kirchdeich;18;-62;G;normal;-7,618;Moorburg
Moorburger Ring;1;-55;U;normal;-8,027;Neugraben-Fischbek
Moorburger Ring;002a;-   046f;G;normal;-8,213;Neugraben-Fischbek
Moorburger Strasse;1;-1;U;normal;-19,53;Heimfeld
Moorburger Strasse;7;-7;U;normal;-19,646;Heimfeld
Moorende;2;-10;G;normal;-6,425;Hamm
Moorende;12;-20;G;normal;-6,283;Hamm
Moorende;15;-19;U;normal;-6,303;Hamm
Moorende;27;-31;U;normal;-6,853;Hamm
Moorflagen;1;-31;U;normal;-2,285;Niendorf
Moorflagen;2;-28;G;gut;-0,063;Niendorf
Moorflagen;036a;-   050b;G;gut;0,773;Niendorf
Moorfleeter Brueckenstrasse;1;-18;S;normal;-4,775;Moorfleet
Moorfleeter Deich;14;-114;G;normal;-2,042;Allermoehe
Moorfleeter Deich;17;-111;U;normal;-2,043;Allermoehe
Moorfleeter Deich;121;-191;U;normal;-3,113;Allermoehe
Moorfleeter Deich;208;-218;G;normal;-5,012;Allermoehe
Moorfleeter Deich;213;-259;U;normal;-5,164;Allermoehe
Moorfleeter Deich;220;-260;G;normal;-5,045;Allermoehe
Moorfleeter Deich;261;-347;U;normal;-5,73;Allermoehe
Moorfleeter Deich;262;-296;G;normal;-5,318;Allermoehe
Moorfleeter Deich;320;-356;G;normal;-5,527;Allermoehe
Moorfleeter Deich;359;-541;U;normal;-4,036;Allermoehe
Moorfleeter Deich;380;-389;S;normal;-3,612;Allermoehe
Moorfleeter Deich;408;-408;G;normal;-4,561;Allermoehe
Moorfleeter Deich;536;-538;G;normal;-3,484;Allermoehe
Moorfleeter Hauptdeich;2;-42;G;normal;-3,046;Rothenburgsort
Moorfleeter Hauptdeich;13;-13;U;normal;-2,967;Rothenburgsort
Moorfleeter Hauptdeich;44;-46;G;normal;-1,941;Rothenburgsort
Moorfleeter Kirchenweg;17;-71;U;normal;-5,106;Moorfleet
Moorfleeter Kirchenweg;26;-70;G;normal;-5,491;Moorfleet
Moorfleeter Schleusenweg;1;-22;S;normal;-4,561;Moorfleet
Moorfleeter Strasse;19;-19;U;normal;-34,185;Billstedt
Moorfleeter Strasse;23;-23;U;normal;-29,424;Billstedt
Moorfuhrtweg;2;-6;G;normal;-7,087;Winterhude
Moorgrund;6;-16;G;normal;-3,526;Wandsbek
Moorgrund;007a;-15;U;normal;-3,46;Wandsbek
Moorgrund;20;-70;G;normal;-12,217;Wandsbek
Moorgrund;21;-75;U;normal;-12,145;Wandsbek
Moorhof;2;-16;G;gut;3,566;Poppenbuettel
Moorhof;5;-11;U;gut;3,404;Poppenbuettel
Moorkamp;1;-1;U;normal;-1,947;Eimsbuettel
Moorkamp;10;-28;G;normal;-1,513;Eimsbuettel
Moorkamp;17;-19;U;normal;-1,852;Eimsbuettel
Moorkamp;27;-31;U;normal;-2,462;Eimsbuettel
Moeoerkenweg;2;-20;G;gut;2,343;Bergedorf
Moeoerkenweg;22;-57;S;gut;3,637;Bergedorf
Moeoerkenweg;25;-35;U;gut;3,161;Bergedorf
Moorkoppel;2;-4;G;normal;-8,762;Jenfeld
Moorkoppel;8;-36;G;normal;-8,404;Jenfeld
Moorkoppel;15;-41;U;normal;-9,21;Jenfeld
Moorlage;2;-2;G;normal;-3,521;Langenbek
Moorlage;3;-3;U;normal;-3,506;Langenbek
Moorlage;18;-34;G;normal;-1,346;Langenbek
Moorlage;19;-43;U;normal;-1,444;Langenbek
Moorlage;40;-46;G;normal;-1,499;Langenbek
Moorlage;48;-48;G;normal;-1,524;Langenbek
Moorlandbogen;2;-28;G;normal;-16,732;Neugraben-Fischbek
Moorlilientwiete;1;-29;S;normal;-4,344;Langenhorn
Moorrand;1;-5;U;gut;3,238;Niendorf
Moorrand;2;-16;G;gut;2,971;Niendorf
Moorredder;2;-2;G;gut;6,005;Volksdorf
Moorredder;4;-6;G;gut;6,022;Volksdorf
Moorredder;13;-41;U;gut;5,923;Volksdorf
Moorredder;16;-46;G;gut;5,835;Volksdorf
Moorredder;48;-54;G;gut;4,922;Volksdorf
Moorredder;75;-85;U;gut;4,416;Volksdorf
Moorreye;23;-27;U;normal;-4,272;Langenhorn
Moorreye;024a;-110;G;normal;-4,196;Langenhorn
Moorreye;33;-45;U;normal;-4,017;Langenhorn
Moorreye;61;-83;U;normal;-4,222;Langenhorn
Moorreye;87;-107;U;normal;-4,127;Langenhorn
Moorreye;112;-126;G;normal;-3,846;Langenhorn
Moorstieg;2;-2;G;normal;-4,204;Heimfeld
Moorstrasse;1;-23;U;normal;-14,956;Harburg
Moorstrasse;2;-2;G;normal;-15,788;Harburg
Moorstueck;1;-11;U;normal;-9,882;Neugraben-Fischbek
Moorstueck;4;-36;S;normal;-9,894;Neugraben-Fischbek
Moortrift;2;-2;G;normal;-2,393;Gross Borstel
Moortwiete;4;-8;G;normal;-3,638;Gross Borstel
Moortwiete;5;-7;U;normal;-3,94;Gross Borstel
Moorweg;1;-11;U;normal;-4,61;Gross Borstel
Moorweg;4;-8;G;normal;-4,015;Gross Borstel
Moorweg;17;-43;U;normal;-3,895;Gross Borstel
Moorweg;22;-32;G;normal;-3,503;Gross Borstel
Moorweidenstrasse;4;-4;G;gut;11,391;Rotherbaum
Moorweidenstrasse;5;-7;U;gut;11,665;Rotherbaum
Moorweidenstrasse;8;-12;G;gut;11,613;Rotherbaum
Moorweidenstrasse;22;-26;G;gut;9,369;Rotherbaum
Moorwerder Hauptdeich;1;-3;S;gut;0,873;Wilhelmsburg
Moorwerder Hauptdeich;7;-69;S;normal;-1,427;Wilhelmsburg
Moorwerder Hauptdeich;25;-30;S;normal;-2,386;Wilhelmsburg
Moorwerder Norderdeich;1;-47;U;gut;0,193;Wilhelmsburg
Moorwerder Norderdeich;18;-122;G;normal;-0,858;Wilhelmsburg
Moorwerder Norderdeich;73;-103;U;normal;-1,117;Wilhelmsburg
Moorwerder Osterdeich;2;-36;G;normal;-2,299;Wilhelmsburg
Moorwerder Suederdeich;3;-35;U;gut;0,174;Wilhelmsburg
Moorwerder Westerdeich;46;-50;G;gut;0,767;Wilhelmsburg
Moorwinkel;1;-17;S;normal;-4,066;Heimfeld
Moorwisch;3;-31;U;normal;-9,205;Lurup
Moorwisch;4;-26;G;normal;-9,02;Lurup
Moosbeerweg;1;-19;U;gut;0,806;Bramfeld
Moosbeerweg;2;-12;G;gut;0,613;Bramfeld
Moosbeerweg;14;-24;S;gut;-0,018;Bramfeld
Moosberg;001a;-   064b;S;gut;1,873;Lohbruegge
Moosberg;010a;-   048b;G;gut;2,444;Lohbruegge
Moosberg;017a;-   045b;U;gut;2,287;Lohbruegge
Moosbruch;1;-55;S;normal;-0,995;Langenhorn
Moosheide;2;-2;G;gut;0,62;Neugraben-Fischbek
Moostal;1;-8;S;gut;0,287;Hausbruch
Moosterhoop;1;-23;S;normal;-6,787;Billstedt
Morahtstieg;2;-2;G;normal;-6,626;Hamm
Moraenenweg;1;-17;U;normal;-1,439;Rahlstedt
Moraenenweg;2;-14;G;gut;-0,16;Rahlstedt
Morellenweg;1;-13;U;normal;-2,942;Marienthal
Morellenweg;2;-   006b;G;normal;-4,154;Marienthal
Morewoodstrasse;16;-22;G;normal;-5,988;Wandsbek
Morewoodstrasse;30;-58;G;normal;-5,777;Wandsbek
Morgenroeteweg;1;-27;U;normal;-9,322;Lurup
Morgenroeteweg;2;-18;G;normal;-9,363;Lurup
Morgensternsweg;2;-10;G;normal;-9,259;Barmbek-Nord
Morgensternsweg;3;-7;U;normal;-9,361;Barmbek-Nord
Moerikestrasse;4;-32;G;gut;4,158;Blankenese
Moerikestrasse;5;-23;U;gut;4,147;Blankenese
Moeringbogen;8;-14;G;normal;-20,044;Winterhude
Moerkenstrasse;1;-3;U;normal;-4,449;Altona-Altstadt
Moerkenstrasse;2;-10;G;normal;-6,368;Altona-Altstadt
Moerkenstrasse;38;-44;G;normal;-4,576;Altona-Altstadt
Moerkenstrasse;39;-63;U;normal;-4,383;Altona-Altstadt
Moerkenstrasse;65;-67;U;normal;-3,759;Altona-Altstadt
Morsumer Weg;1;-19;U;normal;-9,022;Billstedt
Morsumer Weg;14;-20;G;normal;-19,603;Billstedt
Moschlauer Kamp;2;-24;G;gut;0,115;Farmsen-Berne
Moschlauer Kamp;7;-29;U;gut;0,16;Farmsen-Berne
Moschlauer Kamp;26;-38;G;gut;-0,163;Farmsen-Berne
Moschlauer Kamp;31;-51;U;gut;-0,101;Farmsen-Berne
Moschlauer Kamp;40;-50;G;gut;-0,027;Farmsen-Berne
Mottenburger Strasse;1;-27;U;normal;-4,174;Ottensen
Mottenburger Strasse;6;-26;G;normal;-4,13;Ottensen
Mottenburger Twiete;1;-3;U;normal;-4,427;Ottensen
Mottenburger Twiete;2;-18;G;normal;-4,633;Ottensen
Moevenstrasse;1;-7;U;gut;16,686;Winterhude
Moevenstrasse;2;-10;G;gut;16,665;Winterhude
Moevenstrasse;12;-14;G;gut;16,731;Winterhude
Mozartstrasse;1;-19;U;normal;-4,646;Barmbek-Sued
Mozartstrasse;2;-16;G;normal;-5,124;Barmbek-Sued
Mozartstrasse;21;-27;U;normal;-3,898;Barmbek-Sued
Mozartstrasse;22;-24;G;normal;-4,996;Barmbek-Sued
Mozartstrasse;33;-35;U;normal;-4,317;Barmbek-Sued
Mozartstrasse;38;-54;G;normal;-5,978;Barmbek-Sued
Mozartstrasse;39;-49;U;normal;-6,011;Barmbek-Sued
Moezener Weg;1;-17;U;normal;-5,47;Langenhorn
Moezener Weg;2;-12;G;normal;-5,493;Langenhorn
Moezener Weg;14;-32;G;normal;-5,865;Langenhorn
Moezener Weg;19;-37;U;normal;-5,87;Langenhorn
Mueggenburg;2;-42;G;normal;-7,48;Finkenwerder
Mueggenburg;3;-37;U;normal;-7,477;Finkenwerder
Mueggenburger Strasse;14;-14;G;normal;-16,725;Veddel
Mueggenburger Strasse;15;-15;U;normal;-13,281;Veddel
Mueggenkampstrasse;1;-45;U;normal;-3,407;Eimsbuettel
Mueggenkampstrasse;2;-44;G;normal;-1,807;Eimsbuettel
Mueggenkampstrasse;48;-86;G;normal;-6,492;Eimsbuettel
Mueggenkampstrasse;53;-79;U;normal;-5,731;Eimsbuettel
Mueggenloch;1;-1;U;normal;-9,345;Finkenwerder
Muehlenaustieg;1;-10;S;normal;-9,362;Eidelstedt
Muehlenauweg;1;-5;U;normal;-10,506;Eidelstedt
Muehlenauweg;4;-6;G;normal;-10,649;Eidelstedt
Muehlenberg;3;-11;U;gut;5,207;Nienstedten
Muehlenberg;8;-8;G;gut;5,422;Nienstedten
Muehlenberg;29;-47;U;gut;5,74;Nienstedten
Muehlenberg;36;-40;G;gut;5,681;Nienstedten
Muehlenberg;42;-70;G;gut;5,46;Nienstedten
Muehlenberg;49;-55;U;gut;5,582;Nienstedten
Muehlenberg;57;-73;U;gut;5,539;Nienstedten
Muehlenberg;72;-86;G;gut;5,258;Nienstedten
Muehlenberger Weg;1;-39;U;gut;5,82;Blankenese
Muehlenberger Weg;2;-22;G;gut;5,245;Blankenese
Muehlenberger Weg;24;-40;G;gut;5,572;Blankenese
Muehlenberger Weg;41;-61;U;gut;6,099;Blankenese
Muehlenberger Weg;50;-68;G;gut;5,857;Blankenese
Muehlenbrook;7;-11;U;gut;4,199;Wohldorf-Ohlstedt
Muehlenbrook;23;-57;U;gut;4,221;Wohldorf-Ohlstedt
Muehlendamm;1;-7;U;normal;-13,034;Hohenfelde
Muehlendamm;2;-92;G;normal;-9,399;Hohenfelde
Muehlendamm;9;-13;U;normal;-12,499;Hohenfelde
Muehlendamm;15;-59;U;normal;-11,557;Hohenfelde
Muehlenhagen;140;-140;G;normal;-16,633;Rothenburgsort
Muehlenhagen;159;-159;U;normal;-12,628;Rothenburgsort
Muehlenkamp;1;-37;U;normal;-3,002;Winterhude
Muehlenkamp;2;-18;G;normal;-2,024;Winterhude
Muehlenkamp;20;-34;G;normal;-3,466;Winterhude
Muehlenkamp;034a;-40;G;normal;-2,775;Winterhude
Muehlenkamp;39;-59;U;normal;-2,565;Winterhude
Muehlenkamp;42;-54;G;normal;-2,764;Winterhude
Muehlenredder;38;-38;G;gut;5,345;Wohldorf-Ohlstedt
Muehlenstieg;2;-6;G;normal;-6,478;Wandsbek
Muehlenstieg;3;-27;U;normal;-6,379;Wandsbek
Muehlenstrasse;1;-17;U;normal;-11,676;Wandsbek
Muehlenweg;83;-87;U;normal;-3,786;Sinstorf
Muehlenweg;89;-89;U;normal;-4,548;Sinstorf
Muelhaeuser Strasse;1;-9;U;normal;-13,396;Dulsberg
Muelhaeuser Strasse;2;-10;G;normal;-13,409;Dulsberg
Muellenhoffweg;1;-25;U;gut;5,756;Gross Flottbek
Muellenhoffweg;2;-26;G;gut;5,76;Gross Flottbek
Muellenhoffweg;27;-49;U;gut;9,814;Gross Flottbek
Muellenhoffweg;28;-50;G;gut;9,782;Gross Flottbek
Muellenhoffweg;52;-54;G;gut;9,976;Gross Flottbek
Muellenhoffweg;56;-74;G;gut;10,543;Gross Flottbek
Muellenhoffweg;59;-59;U;gut;10,266;Gross Flottbek
Muellenhoffweg;65;-79;U;gut;10,958;Gross Flottbek
Muellerweide;005a;-   009e;U;gut;4,283;Poppenbuettel
Muellerweide;006a;-   022d;G;gut;3,785;Poppenbuettel
Muellerweide;024a;-   024d;G;normal;-1,999;Poppenbuettel
Muemmelmannsberg;5;-21;U;normal;-6,48;Billstedt
Muemmelmannsberg;008a;-   026f;G;normal;-6,02;Billstedt
Muemmelmannsberg;31;-49;U;normal;-14,225;Billstedt
Muemmelmannsberg;34;-52;G;normal;-8,665;Billstedt
Muemmelmannsberg;57;-59;U;normal;-17,496;Billstedt
Muemmelmannsberg;60;-62;G;normal;-18,67;Billstedt
Muemmelmannsberg;61;-63;U;normal;-17,638;Billstedt
Muemmelmannsberg;64;-70;G;normal;-18,992;Billstedt
Muemmelmannsberg;65;-69;U;normal;-16,85;Billstedt
Muemmelmannsberg;72;-78;G;normal;-18,81;Billstedt
Muemmelmannsberg;80;-84;G;normal;-18,933;Billstedt
Mumsenstrasse;2;-18;G;normal;-6,639;Altona-Altstadt
Mumsenstrasse;3;-13;U;normal;-6,586;Altona-Altstadt
Muenchhausenweg;1;-27;U;gut;1,973;Niendorf
Muenchhausenweg;2;-   022b;G;gut;2,196;Niendorf
Mundsburger Damm;1;-17;U;normal;-3,782;Uhlenhorst
Mundsburger Damm;2;-20;G;normal;-3,163;Uhlenhorst
Mundsburger Damm;21;-25;U;normal;-7,45;Uhlenhorst
Mundsburger Damm;26;-36;G;normal;-7,27;Uhlenhorst
Mundsburger Damm;27;-37;U;normal;-6,178;Uhlenhorst
Mundsburger Damm;38;-52;G;normal;-7,766;Uhlenhorst
Mundsburger Damm;39;-45;U;normal;-7,945;Uhlenhorst
Mundsburger Damm;51;-67;U;normal;-8,016;Uhlenhorst
Mundsburger Damm;54;-60;G;normal;-7,695;Uhlenhorst
Muenstermannsweg;1;-3;U;normal;-7,142;Barmbek-Nord
Muenstermannsweg;2;-8;G;normal;-6,704;Barmbek-Nord
Muensterstrasse;2;-18;G;normal;-1,655;Lokstedt
Muensterstrasse;3;-3;U;normal;-2,468;Lokstedt
Muensterstrasse;9;-37;U;normal;-4,053;Lokstedt
Muensterstrasse;24;-38;G;normal;-3,232;Lokstedt
Muenterweg;1;-23;U;normal;-13,93;Billstedt
Muenterweg;2;-26;G;normal;-8,717;Billstedt
Muenzelkoppel;001a;-11;U;normal;-2,814;Tonndorf
Muenzelkoppel;76;-78;S;normal;-1,892;Tonndorf
Muenzkamp;1;-19;U;gut;2,132;Hummelsbuettel
Muenzkamp;2;-24;G;gut;2;Hummelsbuettel
Muenzplatz;1;-1;U;normal;-18,696;Hammerbrook
Muenzplatz;4;-4;G;normal;-18,707;Hammerbrook
Muenzplatz;11;-11;U;normal;-18,722;Hammerbrook
Muenzstrasse;10;-11;S;normal;-18,794;Hammerbrook
Musaeusstrasse;14;-16;G;gut;0,6;Iserbrook
Museumstrasse;18;-18;G;normal;-3,443;Altona-Altstadt
Museumstrasse;25;-31;U;normal;-1,154;Altona-Altstadt
Mushoern;1;-13;U;normal;-1,684;Tonndorf
Mushoern;2;-10;G;normal;-1,625;Tonndorf
Mushoern;010a;-22;G;normal;-1,846;Tonndorf
Mushoern;15;-23;U;normal;-1,751;Tonndorf
Mushoern;25;-27;U;normal;-2,065;Tonndorf
Mushoern;30;-30;G;normal;-2,075;Tonndorf
Musilweg;3;-3;U;normal;-4,567;Wilstorf
Musilweg;8;-14;G;normal;-4,599;Wilstorf
Muessenkamp;002a;-   010d;G;normal;-3,636;Rahlstedt
Muessenkoppel;1;-27;U;normal;-6,111;Poppenbuettel
Muessenkoppel;2;-22;G;normal;-6,026;Poppenbuettel
Muessenkoppel;26;-30;G;normal;-6,077;Poppenbuettel
Muessenredder;1;-1;U;gut;1,285;Poppenbuettel
Muessenredder;2;-18;G;gut;1,245;Poppenbuettel
Muessenredder;3;-15;U;gut;1,065;Poppenbuettel
Muessenredder;17;-53;U;normal;-5,653;Poppenbuettel
Muessenredder;20;-94;G;normal;-5,968;Poppenbuettel
Muessenredder;053a;-95;U;normal;-7,261;Poppenbuettel
Muessenredder;96;-96;G;gut;2,799;Poppenbuettel
Muessenredder;100;-122;G;normal;-7,059;Poppenbuettel
Mutzenbecherweg;3;-13;U;normal;-2,401;Lokstedt
Mutzenbecherweg;4;-10;G;normal;-2,32;Lokstedt
Mutzenbecherweg;12;-44;G;normal;-1,759;Lokstedt
Mutzenbecherweg;15;-25;U;normal;-1,91;Lokstedt
Muetzendorpsteed;2;-24;G;normal;-5,777;Bramfeld
Muetzendorpsteed;3;-25;U;normal;-5,86;Bramfeld
Muetzendorpsteed;26;-36;G;normal;-6,025;Bramfeld
Muetzendorpsteed;31;-45;U;normal;-5,933;Bramfeld
Muetzendorpsteed;38;-54;G;normal;-5,5;Bramfeld
Muetzendorpsteed;51;-59;U;normal;-5,408;Bramfeld
Muusbarg;006a;-18;S;gut;3,996;Lemsahl-Mellingstedt
Muusbarg;13;-31;U;gut;3,537;Lemsahl-Mellingstedt
Muusbarg;121;-127;U;gut;5,478;Lemsahl-Mellingstedt
Muusbarg;126;-126;G;gut;5,6;Lemsahl-Mellingstedt
Nabweg;1;-9;U;gut;2,782;Sasel
Nabweg;2;-12;G;gut;2,835;Sasel
Nachtigallenweg;1;-13;U;normal;-3,587;Eissendorf
Nachtigallenweg;2;-8;G;normal;-3,693;Eissendorf
Nagels Allee;1;-3;U;normal;-4,914;Eimsbuettel
Nagels Allee;2;-8;G;normal;-4,925;Eimsbuettel
Nagelshof;1;-21;U;normal;-3,936;Rissen
Nagelshof;2;-44;G;normal;-3,931;Rissen
Nagelshof;25;-29;U;normal;-3,335;Rissen
Nagelsweg;9;-19;U;normal;-16,391;St. Georg
Nagelsweg;10;-16;G;normal;-16,381;St. Georg
Nagelsweg;024g;-32;G;normal;-19,573;St. Georg
Nansenstrasse;49;-49;U;normal;-1,439;Bahrenfeld
Narzissenweg;1;-13;U;normal;-8,534;Wandsbek
Narzissenweg;2;-14;G;normal;-8,465;Wandsbek
Nathstieg;001a;-8;S;normal;-15,19;Billstedt
Naugarder Ring;1;-19;U;gut;0,528;Rahlstedt
Naugarder Ring;2;-28;G;gut;0,428;Rahlstedt
Naugarder Ring;23;-39;U;gut;0,374;Rahlstedt
Naumannplatz;1;-24;S;normal;-15,013;Dulsberg
Neanderstrasse;3;-27;U;normal;-4,12;Neustadt
Neanderstrasse;16;-28;G;normal;-4,131;Neustadt
Neanderstrasse;31;-41;U;normal;-4,131;Neustadt
Nebenbahnstrasse;3;-21;U;normal;-8,567;Eidelstedt
Nebenbahnstrasse;6;-26;G;normal;-8,537;Eidelstedt
Nebenbahnstrasse;023a;-25;U;normal;-8,389;Eidelstedt
Nebendahlstrasse;3;-21;U;normal;-7,656;Wandsbek
Nebendahlstrasse;4;-26;G;normal;-7,69;Wandsbek
Neckelmannstrasse;2;-4;G;normal;-2,867;Winterhude
Neckelmannstrasse;3;-3;U;normal;-2,969;Winterhude
Neckersstuecken;1;-7;U;normal;-16,821;Neugraben-Fischbek
Neckersstuecken;004a;-   004b;G;normal;-16,755;Neugraben-Fischbek
Neckersstuecken;006a;-   008c;G;normal;-16,578;Neugraben-Fischbek
Neckersstuecken;11;-19;U;normal;-16,567;Neugraben-Fischbek
Nedderfeld;15;-19;U;normal;-2,485;Lokstedt
Nedderfeld;112;-112;G;normal;-5,51;Lokstedt
Neddermeyerstieg;1;-9;U;normal;-3,489;Billstedt
Neddermeyerstieg;2;-10;G;normal;-3,471;Billstedt
Nedderndorfer Weg;002a;-34;G;normal;-16,518;Horn
Nedderndorfer Weg;3;-35;U;normal;-16,459;Horn
Neehusenstrasse;1;-3;U;normal;-5,374;Hausbruch
Neehusenstrasse;2;-40;G;normal;-5,127;Hausbruch
Neehusenstrasse;5;-15;U;normal;-4,976;Hausbruch
Neelandstieg;1;-7;U;normal;-5,504;Hausbruch
Neelandstieg;2;-   032e;G;normal;-5,65;Hausbruch
Neelandstieg;11;-23;U;normal;-5,511;Hausbruch
Neelsenweg;10;-10;G;gut;0,073;Langenhorn
Neesentwiete;2;-10;G;normal;-2,436;Kirchwerder
Nehusweg;1;-13;U;normal;-9,482;Moorburg
Nehusweg;10;-14;G;normal;-9,271;Moorburg
Neissestrasse;001a;-43;U;normal;-10,544;Lurup
Neissestrasse;2;-48;S;normal;-11,648;Lurup
Nektarweg;1;-29;U;gut;1,865;Farmsen-Berne
Nektarweg;2;-28;G;gut;1,959;Farmsen-Berne
Nelkenweg;1;-51;U;normal;-3,821;Wandsbek
Nelkenweg;2;-40;G;normal;-3,833;Wandsbek
Nelkenweg;42;-64;G;normal;-3,877;Wandsbek
Nerlichsweg;1;-11;U;normal;-7,815;Hamm
Nerlichsweg;2;-10;G;normal;-7,712;Hamm
Nernstweg;4;-34;G;normal;-7,675;Ottensen
Nernstweg;5;-37;U;normal;-7,634;Ottensen
Nerzweg;001b;-33;U;gut;0,495;Farmsen-Berne
Nerzweg;2;-32;G;gut;0,472;Farmsen-Berne
Nessdeich;1;-6;S;normal;-6,431;Finkenwerder
Nessdeich;21;-55;S;normal;-5,338;Finkenwerder
Nessdeich;058a;-98;S;normal;-4,346;Finkenwerder
Nessdeich;100;-127;S;normal;-9,405;Finkenwerder
Nessdeich;128;-139;S;normal;-9,049;Finkenwerder
Nessdeich;144;-   147c;S;normal;-7,608;Finkenwerder
Nessdeich;151;-172;S;normal;-4,911;Finkenwerder
Nessdeich;187;-190;S;normal;-6,566;Finkenwerder
Nesselstrasse;5;-33;U;normal;-5,773;Ohlsdorf
Nesselstrasse;6;-34;G;normal;-5,871;Ohlsdorf
Nesskatentwiete;2;-24;S;normal;-3,815;Finkenwerder
Nesskatenweg;8;-20;G;normal;-4,001;Finkenwerder
